Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
MONMOUTH,NJ,"99,594.00","66,344.00","33,250.00",0.00,0.00,0.00
MONMOUTH,NJ,"31,298.00","13,523.00","17,775.00",0.00,0.00,0.00
MIDDLESEX,NJ,"90,090.00","80,690.00","9,400.00","78,900.00","69,500.00","9,400.00"
MIDDLESEX,NJ,"96,184.00","88,284.00","7,900.00",0.00,0.00,0.00
MIDDLESEX,NJ,"107,452.00","72,927.00","34,525.00","66,200.00","33,500.00","32,700.00"
MIDDLESEX,NJ,"410,911.00","345,786.00","65,125.00",0.00,0.00,0.00
ESSEX,NJ,"68,794.00","44,444.00","24,350.00","14,000.00","14,000.00",0.00
ESSEX,NJ,"51,097.00","47,547.00","3,550.00","50,700.00","47,600.00","3,100.00"
OCEAN,NJ,"70,757.00","54,807.00","15,950.00",0.00,0.00,0.00
BERGEN,NJ,"10,550.00",0.00,"10,550.00",0.00,0.00,0.00
BERGEN,NJ,"8,222,373.00","4,580,506.00","3,641,867.00","2,423,600.00","1,325,500.00","1,098,100.00"
BERGEN,NJ,"16,539.00","14,414.00","2,125.00","9,000.00","7,300.00","1,700.00"
BURLINGTON,NJ,"16,315.00","14,065.00","2,250.00","12,500.00","12,500.00",0.00
MONMOUTH,NJ,"502,033.00","475,983.00","26,050.00","305,100.00","303,600.00","1,500.00"
OCEAN,NJ,"193,052.00","120,142.00","72,910.00",0.00,0.00,0.00
MORRIS,NJ,"262,851.00","259,051.00","3,800.00","159,700.00","157,000.00","2,700.00"
MORRIS,NJ,"12,444.00","12,444.00",0.00,"6,700.00","6,700.00",0.00
MORRIS,NJ,"516,216.00","509,706.00","6,510.00","297,300.00","292,600.00","4,700.00"
BURLINGTON,NJ,"21,470.00","20,950.00",520.00,"14,000.00","14,000.00",0.00
BURLINGTON,NJ,"35,304.00","35,304.00",0.00,0.00,0.00,0.00
MORRIS,NJ,"266,338.00","231,413.00","34,925.00","103,600.00","78,800.00","24,800.00"
MORRIS,NJ,"79,515.00","76,215.00","3,300.00","65,000.00","61,700.00","3,300.00"
UNION,NJ,"25,824.00","25,824.00",0.00,"24,200.00","24,200.00",0.00
UNION,NJ,"87,528.00","73,528.00","14,000.00","23,700.00","14,100.00","9,600.00"
BURLINGTON,NJ,"56,236.00","35,911.00","20,325.00","41,600.00","24,300.00","17,300.00"
MORRIS,NJ,"29,211.00","29,211.00",0.00,"28,300.00","28,300.00",0.00
OCEAN,NJ,"812,847.00","597,935.00","214,912.00","342,100.00","276,800.00","65,300.00"
OCEAN,NJ,"479,585.00","349,445.00","130,140.00","65,800.00","46,200.00","19,600.00"
OCEAN,NJ,"150,084.00","114,384.00","35,700.00","35,700.00",0.00,"35,700.00"
CAPE MAY,NJ,"14,947.00","14,947.00",0.00,"14,000.00","14,000.00",0.00
MONMOUTH,NJ,"21,476.00","20,876.00",600.00,"16,400.00","15,800.00",600.00
CAPE MAY,NJ,"30,715.00","26,090.00","4,625.00","30,800.00","26,200.00","4,600.00"
OCEAN,NJ,"177,609.00","120,959.00","56,650.00","9,200.00","5,900.00","3,300.00"
MONMOUTH,NJ,"12,627,129.00","9,240,372.00","3,386,757.00","5,441,300.00","3,570,200.00","1,849,700.00"
OCEAN,NJ,"37,623.00","27,423.00","10,200.00",0.00,0.00,0.00
MONMOUTH,NJ,"294,116.00","175,616.00","118,500.00","179,200.00","72,800.00","106,400.00"
MONMOUTH,NJ,"31,852.00","30,352.00","1,500.00","26,900.00","25,400.00","1,500.00"
SOMERSET,NJ,"17,051.00","17,051.00",0.00,0.00,0.00,0.00
MORRIS,NJ,"5,686.00","5,686.00",0.00,"5,700.00","5,700.00",0.00
MIDDLESEX,NJ,"194,953.00","190,118.00","4,835.00","17,200.00","16,900.00",300.00
OCEAN,NJ,"35,676.00","35,676.00",0.00,"16,800.00","16,800.00",0.00
BURLINGTON,NJ,"480,806.00","362,416.00","118,390.00","186,300.00","139,800.00","46,500.00"
OCEAN,NJ,"100,018.00","80,768.00","19,250.00",0.00,0.00,0.00
BERGEN,NJ,"24,240.00","17,854.00","6,386.00","16,200.00","11,400.00","4,800.00"
CUMBERLAND,NJ,"100,821.00","74,511.00","26,310.00",0.00,0.00,0.00
UNION,NJ,"15,214.00","12,439.00","2,775.00",0.00,0.00,0.00
MORRIS,NJ,"172,738.00","172,188.00",550.00,0.00,0.00,0.00
ESSEX,NJ,"7,345.00","6,845.00",500.00,"3,000.00","3,000.00",0.00
ESSEX,NJ,"211,343.00","151,373.00","59,970.00","136,400.00","95,800.00","40,600.00"
ESSEX,NJ,"216,891.00","177,896.00","38,995.00","25,400.00","17,100.00","8,300.00"
ESSEX,NJ,"1,170,564.00","660,952.00","509,612.00","216,000.00","117,000.00","99,000.00"
ESSEX,NJ,"420,103.00","355,638.00","64,465.00","85,200.00","63,100.00","22,100.00"
ESSEX,NJ,"175,220.00","147,470.00","27,750.00","78,400.00","73,500.00","4,900.00"
ESSEX,NJ,"72,807.00","57,707.00","15,100.00","18,800.00","18,800.00",0.00
ESSEX,NJ,"421,296.00","337,831.00","83,465.00","66,400.00","54,400.00","12,000.00"
ESSEX,NJ,"2,288.00","2,288.00",0.00,0.00,0.00,0.00
PASSAIC,NJ,"32,120.00","32,120.00",0.00,"25,000.00","25,000.00",0.00
CUMBERLAND,NJ,"247,662.00","221,312.00","26,350.00","92,600.00","75,600.00","17,000.00"
ESSEX,NJ,"3,000.00",0.00,"3,000.00","3,000.00",0.00,"3,000.00"
SUSSEX,NJ,"159,992.00","155,942.00","4,050.00","98,600.00","94,500.00","4,100.00"
OCEAN,NJ,"169,285.00","117,835.00","51,450.00",0.00,0.00,0.00
OCEAN,NJ,"355,815.00","234,540.00","121,275.00","65,800.00","25,800.00","40,000.00"
OCEAN,NJ,"73,341.00","57,241.00","16,100.00","72,700.00","56,600.00","16,100.00"
OCEAN,NJ,"217,989.00","163,734.00","54,255.00",0.00,0.00,0.00
OCEAN,NJ,"20,075.00",0.00,"20,075.00",0.00,0.00,0.00
OCEAN,NJ,"246,377.00","187,537.00","58,840.00","111,500.00","87,300.00","24,200.00"
OCEAN,NJ,"301,722.00","211,657.00","90,065.00","122,100.00","89,100.00","33,000.00"
OCEAN,NJ,"12,130,061.00","9,079,158.00","3,050,903.00","3,313,700.00","2,313,100.00","1,000,600.00"
OCEAN,NJ,"153,426.00","118,806.00","34,620.00",0.00,0.00,0.00
BERGEN,NJ,"76,567.00","46,692.00","29,875.00","28,600.00","28,400.00",200.00
OCEAN,NJ,"403,560.00","297,672.00","105,888.00","67,800.00","54,300.00","13,500.00"
OCEAN,NJ,"181,964.00","104,253.00","77,711.00","142,900.00","92,500.00","50,400.00"
HUDSON,NJ,"318,156.00","198,694.00","119,462.00","94,000.00","52,900.00","41,100.00"
MIDDLESEX,NJ,"354,258.00","313,583.00","40,675.00","149,300.00","111,700.00","37,600.00"
CAPE MAY,NJ,"60,885.00","57,885.00","3,000.00","50,000.00","47,000.00","3,000.00"
MONMOUTH,NJ,"143,614.00","123,514.00","20,100.00","45,500.00","45,500.00",0.00
SOMERSET,NJ,"123,891.00","118,301.00","5,590.00","59,200.00","56,200.00","3,000.00"
SOMERSET,NJ,"64,913.00","46,828.00","18,085.00","14,300.00","3,900.00","10,400.00"
SOMERSET,NJ,"21,710.00","21,310.00",400.00,"14,000.00","14,000.00",0.00
SOMERSET,NJ,"7,015.00","7,015.00",0.00,0.00,0.00,0.00
CAPE MAY,NJ,"1,347,502.00","1,068,821.00","278,681.00","494,700.00","359,700.00","135,000.00"
ATLANTIC,NJ,"324,024.00","224,910.00","99,114.00","209,600.00","147,100.00","62,500.00"
BERGEN,NJ,"22,115.00","21,475.00",640.00,"4,800.00","4,600.00",200.00
ESSEX,NJ,"179,203.00","137,038.00","42,165.00","55,800.00","51,600.00","4,200.00"
MORRIS,NJ,"130,768.00","118,918.00","11,850.00","81,900.00","80,100.00","1,800.00"
PASSAIC,NJ,"12,156.00","12,156.00",0.00,0.00,0.00,0.00
MONMOUTH,NJ,"125,259.00","122,584.00","2,675.00","47,400.00","47,400.00",0.00
BERGEN,NJ,"127,605.00","116,705.00","10,900.00","75,300.00","67,000.00","8,300.00"
CAMDEN,NJ,"17,370.00","15,045.00","2,325.00",0.00,0.00,0.00
OCEAN,NJ,"195,750.00","126,050.00","69,700.00",0.00,0.00,0.00
OCEAN,NJ,"78,031.00","49,031.00","29,000.00",0.00,0.00,0.00
MONMOUTH,NJ,"477,547.00","414,859.00","62,688.00","246,600.00","198,500.00","48,100.00"
CAPE MAY,NJ,"18,825.00",0.00,"18,825.00",0.00,0.00,0.00
CAPE MAY,NJ,"12,750.00",0.00,"12,750.00",0.00,0.00,0.00
OCEAN,NJ,"260,145.00","175,895.00","84,250.00","42,700.00","18,800.00","23,900.00"
CAPE MAY,NJ,"20,616,568.00","15,234,463.00","5,382,105.00","8,983,900.00","6,376,600.00","2,571,500.00"
CAPE MAY,NJ,"11,000.00",0.00,"11,000.00",0.00,0.00,0.00
OCEAN,NJ,"10,038,090.00","7,112,860.00","2,925,230.00","4,018,600.00","2,628,700.00","1,389,900.00"
OCEAN,NJ,"127,901.00","85,501.00","42,400.00","62,300.00","22,300.00","40,000.00"
MONMOUTH,NJ,"1,850.00",0.00,"1,850.00",0.00,0.00,0.00
MONMOUTH,NJ,"305,161.00","209,411.00","95,750.00","96,500.00","49,700.00","46,800.00"
MONMOUTH,NJ,"441,229.00","375,529.00","65,700.00","240,000.00","200,000.00","40,000.00"
MONMOUTH,NJ,"45,484.00","45,484.00",0.00,"14,000.00","14,000.00",0.00
CAPE MAY,NJ,"53,338.00","53,338.00",0.00,"28,100.00","28,100.00",0.00
OCEAN,NJ,"19,905.00",0.00,"19,905.00",0.00,0.00,0.00
MONMOUTH,NJ,"32,968,724.00","24,073,834.00","8,894,890.00","15,982,900.00","11,614,400.00","4,368,500.00"
MIDDLESEX,NJ,"30,055.00","16,055.00","14,000.00",0.00,0.00,0.00
MIDDLESEX,NJ,"1,189,962.00","957,160.00","232,802.00","496,000.00","377,100.00","118,900.00"
BERGEN,NJ,"32,031.00","32,031.00",0.00,"29,100.00","29,100.00",0.00
BERGEN,NJ,"19,145.00","18,620.00",525.00,"13,900.00","13,400.00",500.00
ESSEX,NJ,"191,619.00","156,619.00","35,000.00","81,200.00","66,700.00","14,500.00"
OCEAN,NJ,"123,582.00","96,982.00","26,600.00","94,700.00","68,100.00","26,600.00"
OCEAN,NJ,"98,939.00","62,014.00","36,925.00",0.00,0.00,0.00
OCEAN,NJ,"91,328.00","47,528.00","43,800.00",0.00,0.00,0.00
BERGEN,NJ,"88,169.00","67,769.00","20,400.00",0.00,0.00,0.00
OCEAN,NJ,"25,178,610.00","19,107,961.00","6,070,649.00","8,944,600.00","6,409,000.00","2,535,600.00"
SOMERSET,NJ,"2,660.00",0.00,"2,660.00",0.00,0.00,0.00
OCEAN,NJ,"151,322.00","91,822.00","59,500.00",0.00,0.00,0.00
OCEAN,NJ,"580,251.00","465,601.00","114,650.00",0.00,0.00,0.00
OCEAN,NJ,"41,825.00","17,325.00","24,500.00",0.00,0.00,0.00
OCEAN,NJ,"119,693.00","78,383.00","41,310.00",0.00,0.00,0.00
OCEAN,NJ,"10,766.00","2,766.00","8,000.00","8,000.00",0.00,"8,000.00"
OCEAN,NJ,"5,650.00",0.00,"5,650.00",0.00,0.00,0.00
WARREN,NJ,"305,764.00","304,464.00","1,300.00","201,300.00","200,000.00","1,300.00"
OCEAN,NJ,"53,779.00","42,549.00","11,230.00",0.00,0.00,0.00
BERGEN,NJ,"66,751.00","66,251.00",500.00,"46,800.00","46,300.00",500.00
BERGEN,NJ,"158,733.00","130,568.00","28,165.00","63,400.00","38,900.00","24,500.00"
MIDDLESEX,NJ,"240,309.00","178,943.00","61,366.00","175,800.00","146,400.00","29,400.00"
MORRIS,NJ,"45,594.00","43,719.00","1,875.00","13,900.00","12,500.00","1,400.00"
MORRIS,NJ,"48,877.00","36,357.00","12,520.00",0.00,0.00,0.00
PASSAIC,NJ,"213,723.00","147,648.00","66,075.00","102,100.00","87,800.00","14,300.00"
PASSAIC,NJ,"79,176.00","51,426.00","27,750.00","27,600.00","19,500.00","8,100.00"
PASSAIC,NJ,"91,328.00","90,828.00",500.00,"32,400.00","31,900.00",500.00
PASSAIC,NJ,"4,550.00",0.00,"4,550.00",0.00,0.00,0.00
PASSAIC,NJ,"58,425.00",0.00,"58,425.00","14,000.00",0.00,"14,000.00"
PASSAIC,NJ,"16,697.00","16,697.00",0.00,"14,000.00","14,000.00",0.00
HUDSON,NJ,"4,700.00",0.00,"4,700.00",0.00,0.00,0.00
PASSAIC,NJ,"109,895.00","102,275.00","7,620.00","39,000.00","39,000.00",0.00
PASSAIC,NJ,"219,150.00","179,050.00","40,100.00","12,000.00","10,200.00","1,800.00"
OCEAN,NJ,"287,271.00","221,791.00","65,480.00","164,000.00","124,000.00","40,000.00"
SOMERSET,NJ,"87,432.00","71,432.00","16,000.00","50,800.00","50,800.00",0.00
OCEAN,NJ,"1,100,768.00","812,638.00","288,130.00","346,500.00","217,900.00","128,600.00"
BURLINGTON,NJ,"24,379.00","22,439.00","1,940.00","22,200.00","20,300.00","1,900.00"
MERCER,NJ,"47,190.00","42,312.00","4,878.00","15,400.00","15,000.00",400.00
SALEM,NJ,"553,463.00","404,353.00","149,110.00","314,400.00","227,400.00","87,000.00"
CAMDEN,NJ,"54,703.00","51,128.00","3,575.00","26,500.00","23,200.00","3,300.00"
CAMDEN,NJ,"50,332.00","39,057.00","11,275.00","45,000.00","33,800.00","11,200.00"
SALEM,NJ,"15,250.00",0.00,"15,250.00",0.00,0.00,0.00
SALEM,NJ,"261,454.00","203,073.00","58,381.00","51,000.00","12,500.00","38,500.00"
MORRIS,NJ,"12,563.00","12,563.00",0.00,0.00,0.00,0.00
MONMOUTH,NJ,"41,866.00","38,966.00","2,900.00","28,200.00","25,300.00","2,900.00"
MIDDLESEX,NJ,"691,169.00","501,409.00","189,760.00","339,000.00","227,500.00","111,500.00"
CAPE MAY,NJ,"27,611.00","27,611.00",0.00,"26,500.00","26,500.00",0.00
WARREN,NJ,"221,327.00","197,052.00","24,275.00","100,200.00","77,000.00","23,200.00"
OCEAN,NJ,"1,489,220.00","1,071,055.00","418,165.00","651,100.00","474,100.00","177,000.00"
MORRIS,NJ,"29,845.00","29,845.00",0.00,"27,100.00","27,100.00",0.00
MIDDLESEX,NJ,"749,021.00","679,772.00","69,249.00","309,800.00","275,800.00","34,000.00"
HUNTERDON,NJ,"82,735.00","72,735.00","10,000.00",0.00,0.00,0.00
UNION,NJ,"627,811.00","602,031.00","25,780.00","150,000.00","149,100.00",900.00
HUDSON,NJ,"3,000.00",0.00,"3,000.00",0.00,0.00,0.00
UNION,NJ,"317,447.00","301,969.00","15,478.00","142,400.00","136,900.00","5,500.00"
UNION,NJ,"79,357.00","79,007.00",350.00,"34,000.00","33,600.00",400.00
MIDDLESEX,NJ,"25,131.00","21,431.00","3,700.00","17,700.00","14,000.00","3,700.00"
ATLANTIC,NJ,"4,676,235.00","3,529,711.00","1,146,524.00","1,456,700.00","991,500.00","465,200.00"
OCEAN,NJ,"56,453.00","56,453.00",0.00,"18,200.00","18,200.00",0.00
OCEAN,NJ,"131,351.00","96,951.00","34,400.00","77,600.00","43,200.00","34,400.00"
OCEAN,NJ,"382,676.00","326,326.00","56,350.00","240,000.00","200,000.00","40,000.00"
OCEAN,NJ,"108,821.00","77,471.00","31,350.00",0.00,0.00,0.00
OCEAN,NJ,"19,039,787.00","13,401,134.00","5,638,653.00","7,405,800.00","5,064,600.00","2,341,200.00"
OCEAN,NJ,"109,116.00","66,741.00","42,375.00","30,400.00","1,600.00","28,800.00"
OCEAN,NJ,"346,804.00","243,839.00","102,965.00","248,400.00","168,400.00","80,000.00"
OCEAN,NJ,"279,927.00","186,377.00","93,550.00","40,000.00",0.00,"40,000.00"
OCEAN,NJ,"42,979.00","7,679.00","35,300.00","35,300.00",0.00,"35,300.00"
MERCER,NJ,"62,866.00","62,866.00",0.00,"62,900.00","62,900.00",0.00
MONMOUTH,NJ,"230,974.00","214,999.00","15,975.00","200,000.00","200,000.00",0.00
OCEAN,NJ,"24,339,914.00","17,336,663.00","7,003,251.00","9,892,600.00","6,364,900.00","3,527,700.00"
OCEAN,NJ,"14,057,896.00","10,295,072.00","3,762,824.00","5,529,300.00","3,962,500.00","1,566,800.00"
OCEAN,NJ,"179,471.00","124,541.00","54,930.00","129,300.00","107,700.00","21,600.00"
OCEAN,NJ,"77,586.00","64,086.00","13,500.00",0.00,0.00,0.00
OCEAN,NJ,"635,972.00","513,497.00","122,475.00",0.00,0.00,0.00
PASSAIC,NJ,"67,564.00","62,964.00","4,600.00","31,300.00","31,300.00",0.00
MORRIS,NJ,"7,407.00","6,907.00",500.00,0.00,0.00,0.00
MONMOUTH,NJ,"23,155.00","20,905.00","2,250.00","7,300.00","5,000.00","2,300.00"
MIDDLESEX,NJ,"70,741.00","54,141.00","16,600.00","35,600.00","19,000.00","16,600.00"
MONMOUTH,NJ,"22,840,085.00","16,281,995.00","6,558,090.00","10,557,400.00","6,699,100.00","3,849,800.00"
MORRIS,NJ,"114,507.00","99,845.00","14,662.00",0.00,0.00,0.00
ESSEX,NJ,"4,500.00",0.00,"4,500.00","4,500.00",0.00,"4,500.00"
CUMBERLAND,NJ,"81,146.00","56,096.00","25,050.00","6,200.00","3,800.00","2,400.00"
MIDDLESEX,NJ,"664,897.00","443,647.00","221,250.00","232,300.00","144,500.00","87,800.00"
ATLANTIC,NJ,"798,493.00","674,768.00","123,725.00","286,500.00","226,500.00","60,000.00"
MIDDLESEX,NJ,"40,466.00","32,331.00","8,135.00",0.00,0.00,0.00
OCEAN,NJ,"10,300.00",0.00,"10,300.00","10,300.00",0.00,"10,300.00"
MERCER,NJ,"205,948.00","175,353.00","30,595.00","82,200.00","61,200.00","21,000.00"
MERCER,NJ,"244,622.00","236,897.00","7,725.00","135,200.00","127,500.00","7,700.00"
PASSAIC,NJ,"97,578.00","87,178.00","10,400.00",0.00,0.00,0.00
OCEAN,NJ,"87,019.00","72,769.00","14,250.00",0.00,0.00,0.00
OCEAN,NJ,"2,441,616.00","1,727,956.00","713,660.00","889,100.00","599,800.00","289,300.00"
OCEAN,NJ,"62,277.00","48,277.00","14,000.00","42,500.00","29,100.00","13,400.00"
OCEAN,NJ,"2,682,594.00","1,943,178.00","739,416.00","1,058,000.00","721,500.00","336,500.00"
OCEAN,NJ,"152,886.00","114,536.00","38,350.00",0.00,0.00,0.00
OCEAN,NJ,"119,231.00","78,501.00","40,730.00","33,600.00","17,800.00","15,800.00"
OCEAN,NJ,"31,649.00","31,649.00",0.00,0.00,0.00,0.00
OCEAN,NJ,"118,427.00","72,577.00","45,850.00",0.00,0.00,0.00
OCEAN,NJ,"19,997.00","17,297.00","2,700.00",0.00,0.00,0.00
OCEAN,NJ,"201,118.00","142,623.00","58,495.00","22,700.00",0.00,"22,700.00"
OCEAN,NJ,"177,561.00","132,511.00","45,050.00",0.00,0.00,0.00
SOMERSET,NJ,"9,650.00",0.00,"9,650.00",0.00,0.00,0.00
UNION,NJ,"1,019,782.00","704,032.00","315,750.00","424,200.00","276,900.00","147,300.00"
BERGEN,NJ,"36,360.00","36,360.00",0.00,"21,100.00","21,100.00",0.00
MORRIS,NJ,"477,572.00","430,247.00","47,325.00","312,300.00","268,100.00","44,200.00"
SOMERSET,NJ,"104,337.00","96,957.00","7,380.00","81,500.00","77,000.00","4,500.00"
MONMOUTH,NJ,"606,263.00","514,818.00","91,445.00","249,000.00","212,400.00","36,600.00"
CAPE MAY,NJ,"101,444.00","95,944.00","5,500.00",0.00,0.00,0.00
BERGEN,NJ,"42,162.00","36,322.00","5,840.00",0.00,0.00,0.00
BERGEN,NJ,"17,147.00","12,622.00","4,525.00",0.00,0.00,0.00
BERGEN,NJ,"870,911.00","511,601.00","359,310.00","408,900.00","224,100.00","184,800.00"
BERGEN,NJ,"355,359.00","268,734.00","86,625.00","85,100.00","70,700.00","14,400.00"
HUNTERDON,NJ,"153,823.00","124,248.00","29,575.00",0.00,0.00,0.00
CAPE MAY,NJ,"101,264.00","99,100.00","2,164.00","79,300.00","77,100.00","2,200.00"
BERGEN,NJ,"159,975.00","132,608.00","27,367.00","25,600.00","6,500.00","19,100.00"
BERGEN,NJ,"29,763.00","29,763.00",0.00,"10,900.00","10,900.00",0.00
BURLINGTON,NJ,"114,796.00","85,141.00","29,655.00","43,000.00","37,200.00","5,800.00"
MERCER,NJ,"119,268.00","114,760.00","4,508.00","14,000.00","14,000.00",0.00
BERGEN,NJ,"49,222.00","48,722.00",500.00,"24,100.00","24,100.00",0.00
MORRIS,NJ,"197,841.00","183,724.00","14,117.00","155,400.00","152,000.00","3,400.00"
SOMERSET,NJ,"5,843.00","5,543.00",300.00,0.00,0.00,0.00
MONMOUTH,NJ,"66,229.00","61,429.00","4,800.00","12,200.00","12,200.00",0.00
ESSEX,NJ,"152,310.00","147,110.00","5,200.00","138,400.00","133,200.00","5,200.00"
UNION,NJ,"43,774.00","40,274.00","3,500.00",0.00,0.00,0.00
UNION,NJ,"309,419.00","291,869.00","17,550.00","122,300.00","111,700.00","10,600.00"
HUDSON,NJ,"13,600.00",0.00,"13,600.00",0.00,0.00,0.00
UNION,NJ,"139,960.00","120,585.00","19,375.00","86,500.00","77,600.00","8,900.00"
MONMOUTH,NJ,"27,212,369.00","21,446,183.00","5,766,186.00","12,002,600.00","8,935,400.00","2,677,000.00"
BERGEN,NJ,"1,224,574.00","992,709.00","231,865.00","192,300.00","159,900.00","32,400.00"
OCEAN,NJ,"22,267.00","12,342.00","9,925.00",0.00,0.00,0.00
OCEAN,NJ,"11,275.00",0.00,"11,275.00",0.00,0.00,0.00
OCEAN,NJ,"150,989.00","102,689.00","48,300.00",0.00,0.00,0.00
BERGEN,NJ,"13,577.00","2,667.00","10,910.00",0.00,0.00,0.00
BERGEN,NJ,"31,922.00","31,922.00",0.00,0.00,0.00,0.00
SALEM,NJ,"167,196.00","157,646.00","9,550.00","138,000.00","134,000.00","4,000.00"
SUSSEX,NJ,"11,172.00","11,172.00",0.00,0.00,0.00,0.00
SUSSEX,NJ,"24,286.00","23,586.00",700.00,"14,800.00","14,600.00",200.00
MIDDLESEX,NJ,"101,972.00","60,847.00","41,125.00","97,800.00","57,800.00","40,000.00"
MIDDLESEX,NJ,"18,599,542.00","12,918,612.00","5,680,930.00","8,741,600.00","6,134,900.00","2,606,700.00"
UNION,NJ,"413,583.00","409,208.00","4,375.00","158,200.00","154,200.00","4,000.00"
MONMOUTH,NJ,"214,844.00","172,694.00","42,150.00",0.00,0.00,0.00
MONMOUTH,NJ,"41,718.00","15,268.00","26,450.00",0.00,0.00,0.00
MONMOUTH,NJ,"170,606.00","134,056.00","36,550.00","107,600.00","71,000.00","36,600.00"
BERGEN,NJ,"42,541.00","42,541.00",0.00,"42,600.00","42,600.00",0.00
MONMOUTH,NJ,"18,577,162.00","12,699,169.00","5,877,993.00","7,085,000.00","4,547,600.00","2,537,400.00"
OCEAN,NJ,"40,693.00","12,643.00","28,050.00",0.00,0.00,0.00
MONMOUTH,NJ,"794,379.00","680,418.00","113,961.00","486,600.00","410,600.00","76,000.00"
ATLANTIC,NJ,"25,975.00","22,275.00","3,700.00","17,700.00","14,000.00","3,700.00"
CAPE MAY,NJ,"1,711,013.00","1,207,002.00","504,011.00","536,500.00","251,900.00","284,600.00"
OCEAN,NJ,"108,054.00","72,854.00","35,200.00",0.00,0.00,0.00
OCEAN,NJ,"76,173.00",0.00,"76,173.00","28,200.00",0.00,"28,200.00"
MONMOUTH,NJ,"36,077.00","36,077.00",0.00,0.00,0.00,0.00
MONMOUTH,NJ,"40,565.00",0.00,"40,565.00","40,000.00",0.00,"40,000.00"
MONMOUTH,NJ,"894,688.00","572,073.00","322,615.00","410,300.00","204,500.00","205,800.00"
OCEAN,NJ,"303,885.00","224,735.00","79,150.00","136,300.00","96,300.00","40,000.00"
OCEAN,NJ,"376,429.00","296,879.00","79,550.00","126,000.00","97,300.00","28,700.00"
OCEAN,NJ,"10,975.00",0.00,"10,975.00","11,000.00",0.00,"11,000.00"
OCEAN,NJ,"88,602.00","48,327.00","40,275.00",0.00,0.00,0.00
OCEAN,NJ,"41,737,871.00","29,539,804.00","12,198,067.00","12,533,600.00","8,280,600.00","4,253,000.00"
UNION,NJ,"121,990.00","111,340.00","10,650.00",0.00,0.00,0.00
OCEAN,NJ,"9,760.00",0.00,"9,760.00","9,800.00",0.00,"9,800.00"
OCEAN,NJ,"83,222.00","49,197.00","34,025.00",0.00,0.00,0.00
OCEAN,NJ,"116,005.00","89,205.00","26,800.00",0.00,0.00,0.00
OCEAN,NJ,"22,050.00",0.00,"22,050.00",0.00,0.00,0.00
OCEAN,NJ,"10,100.00",0.00,"10,100.00",0.00,0.00,0.00
OCEAN,NJ,"187,164.00","139,999.00","47,165.00","31,300.00","10,200.00","21,100.00"
OCEAN,NJ,"111,919.00","84,219.00","27,700.00",0.00,0.00,0.00
OCEAN,NJ,"38,613.00","34,473.00","4,140.00",0.00,0.00,0.00
OCEAN,NJ,"15,157.00","9,987.00","5,170.00",0.00,0.00,0.00
OCEAN,NJ,"62,140.00","62,140.00",0.00,"62,200.00","62,200.00",0.00
OCEAN,NJ,"168,693.00","163,043.00","5,650.00",0.00,0.00,0.00
ESSEX,NJ,"36,848.00","29,448.00","7,400.00",0.00,0.00,0.00
OCEAN,NJ,"18,847,337.00","13,538,620.00","5,308,717.00","6,962,700.00","4,707,600.00","2,255,100.00"
OCEAN,NJ,"174,689.00","81,689.00","93,000.00","68,300.00","40,100.00","28,200.00"
OCEAN,NJ,400.00,0.00,400.00,0.00,0.00,0.00
HUDSON,NJ,"7,200.00",0.00,"7,200.00",0.00,0.00,0.00
HUDSON,NJ,"1,902,339.00","1,128,374.00","773,965.00","729,700.00","392,000.00","337,700.00"
MIDDLESEX,NJ,"1,286,333.00","911,922.00","374,411.00","497,600.00","318,900.00","178,700.00"
MIDDLESEX,NJ,"69,676.00","58,726.00","10,950.00",0.00,0.00,0.00
GLOUCESTER,NJ,"89,668.00","88,718.00",950.00,"47,200.00","47,200.00",0.00
BURLINGTON,NJ,"28,822.00","28,822.00",0.00,"13,700.00","13,700.00",0.00
OCEAN,NJ,"13,356,524.00","8,949,786.00","4,406,738.00","5,295,000.00","3,438,300.00","1,856,700.00"
OCEAN,NJ,"194,156.00","96,866.00","97,290.00","14,000.00","14,000.00",0.00
ESSEX,NJ,"67,302.00","65,862.00","1,440.00","35,800.00","35,300.00",500.00
ESSEX,NJ,"46,516.00","43,241.00","3,275.00",0.00,0.00,0.00
MONMOUTH,NJ,"119,890.00","92,815.00","27,075.00",0.00,0.00,0.00
CAMDEN,NJ,"7,950.00","7,950.00",0.00,"8,000.00","8,000.00",0.00
OCEAN,NJ,"136,401.00","110,701.00","25,700.00","130,800.00","105,100.00","25,700.00"
MORRIS,NJ,"10,865.00","10,865.00",0.00,0.00,0.00,0.00
CAMDEN,NJ,"38,084.00","24,304.00","13,780.00","7,700.00","5,700.00","2,000.00"
ATLANTIC,NJ,"1,529,751.00","1,232,951.00","296,800.00","424,900.00","330,800.00","94,100.00"
SOMERSET,NJ,"305,480.00","287,755.00","17,725.00","167,500.00","157,400.00","10,100.00"
SOMERSET,NJ,"164,670.00","146,045.00","18,625.00","49,100.00","43,400.00","5,700.00"
MIDDLESEX,NJ,"29,525.00","27,775.00","1,750.00",0.00,0.00,0.00
MIDDLESEX,NJ,"2,442,393.00","1,767,411.00","674,982.00","1,180,700.00","821,000.00","359,700.00"
